This is Ipopt version 3.14.11, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    76153
Number of nonzeros in inequality constraint Jacobian.:      602
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      301
                     variables with only lower bounds:      100
                variables with lower and upper bounds:       51
                     variables with only upper bounds:        0
Total number of equality constraints.................:      253
Total number of inequality constraints...............:        2
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        1
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  6.3788014e+00 2.74e+04 1.80e+00  -3.3 2.94e-01    -  1.00e+00 1.00e+00h  1
 411  6.3829553e+00 1.37e+04 2.75e+00  -3.7 1.92e-01    -  1.00e+00 1.00e+00h  1
 412  6.3828141e+00 8.64e+03 1.56e+00  -4.6 4.79e-02    -  1.00e+00 1.00e+00h  1
 413  6.3836242e+00 1.03e+03 1.67e+00  -5.6 4.76e-02    -  1.00e+00 1.00e+00h  1
 414  6.3824703e+00 1.33e+04 3.31e+00  -6.0 1.27e-01    -  1.00e+00 1.00e+00h  1
 415  6.3821069e+00 5.68e+03 2.09e+00  -6.5 1.64e-01    -  1.00e+00 1.00e+00h  1
 416  6.3814075e+00 2.10e+04 2.04e+00  -7.6 2.98e-02    -  1.00e+00 1.00e+00h  1
 417  6.3830047e+00 4.39e+03 2.34e+00  -8.1 1.69e-01    -  1.00e+00 1.00e+00h  1
 418  6.3807254e+00 1.62e+04 3.24e+00  -8.1 6.38e-02    -  1.00e+00 1.00e+00h  1
 419  6.3806862e+00 1.16e+04 2.26e+00  -9.2 2.82e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  6.3750851e+00 4.80e+04 3.05e+00  -9.3 1.50e-01    -  1.00e+00 1.00e+00h  1
 421  6.3810886e+00 1.84e+04 2.48e+00  -9.6 2.70e-01    -  1.00e+00 1.00e+00h  1
 422  6.3746087e+00 3.94e+04 2.75e+00  -9.7 1.10e-01    -  1.00e+00 5.71e-01h  1
 423  6.3779983e+00 3.04e+04 2.44e+00 -10.3 6.26e-02    -  1.00e+00 1.00e+00h  1
 424  6.3767021e+00 3.65e+04 3.27e+00 -11.0 4.41e-02    -  3.24e-01 1.00e+00h  1
 425  6.3767750e+00 3.34e+04 2.55e+00  -7.2 2.64e-01    -  1.00e+00 8.64e-02h  1
 426  6.3783643e+00 2.74e+04 3.92e+00  -6.7 2.57e-02    -  1.00e+00 1.00e+00h  1
 427  6.3828545e+00 1.03e+04 3.33e+00  -6.5 1.16e-02    -  1.00e+00 1.00e+00h  1
 428  6.3833115e+00 5.60e-07 3.80e-02  -7.9 8.89e-03    -  1.00e+00 1.00e+00h  1
 429  6.3823857e+00 2.99e+03 2.94e+00 -10.0 1.01e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430  6.3808545e+00 4.97e+03 2.92e+00  -7.9 6.29e-02    -  1.00e+00 3.97e-01h  1
 431  6.3601907e+00 2.91e+05 3.48e+00  -5.9 6.99e-01    -  1.00e+00 5.20e-01h  1
 432  6.3921155e+00 7.50e+04 3.04e+00  -6.0 2.57e-01    -  1.99e-01 1.00e+00h  1
 433  6.2930515e+00 3.26e+05 2.68e+00  -6.0 1.45e+00    -  8.21e-02 3.34e-01h  1
 434  6.2934034e+00 3.24e+05 2.68e+00  -6.0 1.82e+00    -  4.56e-01 4.55e-03h  1
 435  6.1605570e+00 4.79e+05 2.93e+00  -6.0 2.20e+03    -  5.09e-05 2.05e-04f  1
 436  6.3128557e+00 4.31e+05 3.22e+00  -5.9 5.74e-01    -  1.38e-01 9.00e-01h  1
 437  6.2735542e+00 2.79e+05 3.00e+00  -5.2 8.88e-01    -  9.29e-03 3.52e-01h  1
 438  6.2615897e+00 4.29e+05 3.37e+00  -5.2 1.56e+00    -  1.63e-01 3.52e-01f  1
 439  6.2604065e+00 3.94e+05 3.22e+00  -5.2 1.64e+00    -  4.65e-01 8.30e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440  6.1552960e+00 4.09e+05 3.00e+00  -5.2 1.05e+00    -  1.77e-01 3.08e-01h  1
 441  6.3323993e+00 4.01e+05 2.92e+00  -5.1 4.72e-01    -  1.00e+00 1.00e+00h  1
 442  6.2743539e+00 3.39e+05 3.66e+00  -3.6 1.02e+00    -  2.77e-01 8.49e-01h  1
 443  6.2857958e+00 2.28e+05 2.83e+00  -3.6 2.74e+00    -  1.00e+00 3.28e-01h  1
 444  6.0646260e+00 4.68e+05 3.05e+00  -3.6 1.58e+00    -  8.29e-02 2.41e-01h  1
 445  6.1909044e+00 2.39e+05 2.32e+00  -3.6 3.93e-01    -  7.77e-02 4.89e-01h  2
 446  6.0706034e+00 4.24e+05 3.03e+00  -3.6 1.45e+00    -  7.22e-02 3.72e-01h  1
 447  6.2667574e+00 6.36e+05 2.61e+00  -3.2 6.96e-01    -  7.86e-01 9.14e-01h  1
 448  6.2896421e+00 2.59e+05 3.39e+00  -3.1 3.19e-01    -  1.00e+00 1.00e+00h  1
 449  6.3422353e+00 1.59e+05 2.94e+00  -3.1 2.58e-01    -  4.02e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450  6.3785359e+00 1.05e+05 3.68e+00  -3.1 1.01e-01    -  1.00e+00 1.00e+00h  1
 451  6.4290059e+00 3.98e+04 3.99e+00  -3.1 2.07e-01    -  6.92e-01 1.00e+00H  1
 452  6.3938343e+00 5.03e+04 2.91e+00  -3.1 1.49e-01    -  1.00e+00 1.00e+00h  1
 453  6.2796960e+00 2.94e+05 2.52e+00  -3.1 9.19e-01    -  3.67e-01 3.41e-01h  1
 454  6.3895428e+00 8.17e+04 2.93e+00  -3.1 2.42e-01    -  2.35e-01 1.00e+00h  1
 455  6.3364585e+00 1.52e+05 2.62e+00  -3.1 5.09e-01    -  8.18e-01 9.13e-01h  1
 456  6.3559054e+00 1.05e+05 3.08e+00  -3.1 2.12e-01    -  1.00e+00 1.00e+00h  1
 457  6.3477827e+00 1.16e+05 2.58e+00  -3.3 2.22e-01    -  1.00e+00 1.00e+00h  1
 458  6.3723688e+00 8.08e+04 3.00e+00  -3.4 8.72e-02    -  1.00e+00 1.00e+00h  1
 459  6.3305692e+00 2.41e+05 5.83e+00  -3.4 1.87e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460  6.3430683e+00 1.81e+05 4.86e+00  -3.4 2.36e-01    -  1.00e+00 2.50e-01h  3
 461  6.1055315e+00 4.76e+05 3.08e+00  -3.4 5.63e+01    -  1.33e-02 2.13e-02h  1
 462  6.1091971e+00 4.50e+05 6.15e+00  -2.2 5.73e+00    -  1.00e+00 5.53e-02f  2
 463  6.3267859e+00 2.54e+05 2.88e+00  -1.9 1.17e+00    -  1.00e+00 1.00e+00h  1
 464  6.2183451e+00 2.97e+05 2.66e+00  -2.0 7.31e-01    -  6.38e-01 8.84e-01h  1
 465  6.3410933e+00 1.90e+05 3.11e+00  -2.0 5.87e-01    -  8.17e-01 1.00e+00h  1
 466  6.4319672e+00 8.70e+04 2.96e+00  -2.0 7.25e-01    -  1.00e+00 8.84e-01H  1
 467  6.3655137e+00 1.59e+05 2.48e+00  -2.0 3.44e-01    -  1.00e+00 1.00e+00h  1
 468  6.3535248e+00 1.62e+05 3.01e+00  -2.0 2.18e-01    -  1.00e+00 1.00e+00h  1
 469  6.3628209e+00 9.11e+04 2.43e+00  -2.0 1.88e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470  6.3771193e+00 8.68e+04 2.94e+00  -2.0 1.64e-01    -  1.00e+00 1.00e+00h  1
 471  6.3877835e+00 5.18e+04 2.53e+00  -2.0 6.22e-02    -  1.00e+00 1.00e+00h  1
 472  6.3822155e+00 1.25e+05 2.84e+00  -2.0 1.27e-01    -  1.00e+00 1.00e+00h  1
 473  6.3830693e+00 3.64e+04 1.49e+00  -2.0 6.95e-02    -  1.00e+00 1.00e+00h  1
 474  6.3867163e+00 3.96e+04 3.00e+00  -2.0 4.85e-02    -  1.00e+00 1.00e+00h  1
 475  6.3863627e+00 2.42e+04 3.28e+00  -2.0 3.11e-02    -  1.00e+00 1.00e+00h  1
 476  6.3830184e+00 5.83e+04 3.20e+00  -2.0 8.20e-02    -  1.00e+00 1.00e+00h  1
 477  6.3835715e+00 3.10e+04 1.85e+00  -2.0 4.49e-02    -  1.00e+00 1.00e+00h  1
 478  6.3821904e+00 6.28e+04 3.04e+00  -2.0 6.35e-02    -  1.00e+00 1.00e+00h  1
 479  6.3877038e+00 1.10e+04 2.22e+00  -2.0 4.18e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480  6.3710390e+00 1.04e+05 4.17e+00  -3.0 1.07e-01    -  8.37e-01 1.00e+00h  1
 481  6.3844974e+00 3.25e+04 2.04e+00  -3.0 7.39e-02    -  8.30e-01 1.00e+00h  1
 482  6.3672090e+00 1.96e+05 4.23e+00  -3.0 1.96e-01    -  1.00e+00 1.00e+00h  1
 483  6.3936979e+00 1.57e-03 6.77e-02  -3.0 1.15e-01    -  1.00e+00 1.00e+00h  1
 484  6.3710606e+00 6.89e+04 2.57e+00  -4.6 1.09e-01    -  7.71e-01 1.00e+00f  1
 485  6.3818883e+00 4.04e+04 3.41e+00  -4.6 1.35e-01    -  7.69e-01 1.00e+00h  1
 486  6.3781659e+00 6.86e+04 2.99e+00  -4.6 1.28e-01    -  1.00e+00 1.00e+00h  1
 487  6.3829775e+00 1.56e+04 1.86e+00  -4.6 3.62e-01    -  1.00e+00 8.18e-01h  1
 488  6.3652373e+00 1.64e+05 3.18e+00  -4.6 1.63e-01    -  1.00e+00 1.00e+00h  1
 489  6.3694343e+00 1.20e+05 2.39e+00  -4.6 4.37e-01    -  1.00e+00 2.69e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490  6.3610983e+00 1.67e+05 4.58e+00  -4.6 2.04e-01    -  1.47e-01 1.00e+00h  1
 491  6.3672511e+00 1.12e+05 3.10e+00  -4.6 1.34e-01    -  1.00e+00 1.00e+00h  1
 492  6.3812398e+00 2.96e+04 3.02e+00  -5.3 4.21e-02    -  1.00e+00 1.00e+00h  1
 493  6.3722631e+00 7.36e+04 2.62e+00  -5.4 8.27e-02    -  3.32e-01 1.00e+00h  1
 494  6.3727066e+00 6.98e+04 2.58e+00  -5.4 3.26e-01    -  1.00e+00 5.15e-02h  1
 495  6.2666683e+00 3.70e+05 2.75e+00  -5.4 1.57e+03    -  1.37e-04 2.05e-04f  1
 496  6.3306664e+00 1.85e+05 2.99e+00  -5.4 1.59e-01    -  1.00e+00 5.00e-01h  2
 497  6.2142107e+00 4.13e+05 3.02e+00  -5.4 9.34e-01    -  7.09e-02 3.57e-01h  1
 498  6.3546014e+00 2.27e+05 2.90e+00  -5.4 3.82e-01    -  1.00e+00 1.00e+00h  1
 499  6.2944562e+00 1.85e+05 2.99e+00  -5.4 1.18e+00    -  1.20e-01 1.84e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 500  6.3615399e+00 6.84e+04 3.05e+00  -5.7 1.17e-01    -  1.00e+00 1.00e+00h  1
 501  6.3238624e+00 2.94e+05 4.12e+00  -3.5 3.05e-01    -  6.23e-01 8.70e-01h  1
 502  6.3885738e+00 8.88e+04 2.20e+00  -3.8 1.57e-01    -  1.00e+00 1.00e+00h  1
 503  6.2798776e+00 4.14e+05 2.87e+00  -3.8 8.75e-01    -  2.02e-01 4.20e-01h  1
 504  6.3953926e+00 9.91e+04 2.45e+00  -3.8 1.93e-01    -  2.56e-01 1.00e+00h  1
 505  6.2365840e+00 3.96e+05 2.81e+00  -3.8 2.67e+00    -  6.27e-02 1.27e-01h  1
 506  6.2562235e+00 3.30e+05 3.09e+00  -3.8 1.44e+00    -  2.97e-01 3.53e-01h  1
 507  6.3220040e+00 2.63e+05 3.51e+00  -3.8 3.01e-01    -  4.02e-01 1.00e+00h  1
 508  6.3500545e+00 1.82e+05 3.14e+00  -3.8 1.54e-01    -  1.00e+00 1.00e+00h  1
 509  6.3651274e+00 7.67e+04 2.40e+00  -3.8 2.21e-01    -  1.00e+00 6.69e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 510  6.4358963e+00 2.70e+04 3.38e+00  -3.8 1.54e-01    -  5.82e-01 1.00e+00H  1
 511  6.3718828e+00 9.87e+04 2.22e+00  -3.8 5.10e-01    -  3.67e-01 1.00e+00h  1
 512  6.3592527e+00 1.01e+05 2.67e+00  -3.8 1.62e+00    -  2.56e-01 3.67e-01h  1
 513  6.3890300e+00 1.36e+04 3.22e+00  -3.8 2.11e-01    -  1.00e+00 1.00e+00h  1
 514  6.3776403e+00 5.69e+04 3.36e+00  -3.8 8.11e-02    -  1.00e+00 1.00e+00h  1
 515  6.3827819e+00 3.43e+04 1.88e+00  -3.8 1.01e-01    -  1.00e+00 1.00e+00h  1
 516  6.3868651e+00 1.78e+04 2.50e+00  -3.8 1.06e-01    -  1.00e+00 1.00e+00h  1
 517  6.3850139e+00 3.27e+04 2.91e+00  -3.8 3.43e-01    -  9.63e-01 1.00e+00h  1
 518  6.3843035e+00 2.53e+04 2.20e+00  -3.8 3.45e-01    -  1.00e+00 1.00e+00h  1
 519  6.3900945e+00 2.23e+03 3.27e+00  -3.8 1.58e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 520  6.3872314e+00 7.58e-07 7.11e-02  -3.8 1.68e-01    -  1.00e+00 1.00e+00h  1
 521  6.2868058e+00 2.94e+05 2.78e+00  -5.0 8.66e+01    -  1.34e-02 1.24e-02f  1
 522  6.2816773e+00 2.53e+05 2.88e+00  -5.0 1.14e+00    -  1.59e-01 2.17e-01h  1
 523  6.3400178e+00 1.43e+05 3.85e+00  -5.0 9.70e-01    -  6.56e-03 4.35e-01h  1
 524  6.2302226e+00 3.70e+05 3.31e+00  -5.0 3.03e+00    -  4.17e-02 1.27e-01h  1
 525  6.2746753e+00 2.99e+05 2.90e+00  -5.0 7.02e-01    -  4.32e-01 1.92e-01H  1
 526  6.1695930e+00 3.52e+05 3.01e+00  -2.7 4.39e+00    -  7.87e-02 7.08e-02f  1
 527  6.3553481e+00 1.65e+05 2.68e+00  -3.8 8.38e-01    -  4.44e-01 1.00e+00h  1
 528  6.1987750e+00 3.58e+05 2.84e+00  -3.8 5.60e+00    -  2.50e-02 6.32e-02h  1
 529  6.3468447e+00 1.35e+05 1.86e+00  -3.8 4.61e-01    -  8.77e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 530  6.2738920e+00 2.96e+05 3.64e+00  -3.8 5.94e-01    -  3.22e-01 6.18e-01h  1
 531  6.3129506e+00 1.48e+05 2.78e+00  -3.8 2.96e-01    -  5.90e-01 5.00e-01h  2
 532  6.3163049e+00 9.48e+04 2.66e+00  -3.8 3.13e-01    -  3.78e-01 4.94e-01h  1
 533  6.2918701e+00 3.19e+05 3.58e+00  -2.8 1.71e+00    -  1.00e+00 4.93e-01f  1
 534  6.3662435e+00 8.35e+04 3.34e+00  -2.9 5.06e-01    -  8.98e-01 1.00e+00h  1
 535  6.4032142e+00 2.29e+04 4.36e+00  -2.9 1.43e-01    -  7.02e-01 1.00e+00H  1
 536  6.3722964e+00 6.42e+04 2.41e+00  -2.9 1.63e-01    -  1.00e+00 1.00e+00h  1
 537  6.3969231e+00 1.56e+04 3.83e+00  -2.9 9.30e-02    -  1.00e+00 1.00e+00H  1
 538  6.3869012e+00 2.92e+04 2.34e+00  -2.9 2.18e-01    -  1.00e+00 1.00e+00h  1
 539  6.3817990e+00 6.83e+04 2.47e+00  -2.9 1.48e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 540  6.3832027e+00 2.77e+04 1.58e+00  -2.9 9.88e-02    -  1.00e+00 1.00e+00h  1
 541  6.3867798e+00 1.90e+04 1.72e+00  -2.9 1.01e-01    -  1.00e+00 1.00e+00h  1
 542  6.3873269e+00 1.85e+04 2.33e+00  -2.9 7.27e-02    -  1.00e+00 1.00e+00h  1
 543  6.3858935e+00 1.16e+04 2.21e+00  -2.9 5.46e-02    -  1.00e+00 1.00e+00h  1
 544  6.3869096e+00 1.52e-06 3.81e-02  -2.9 7.08e-02    -  1.00e+00 1.00e+00h  1
 545  6.3859216e+00 9.55e+03 2.62e+00  -4.3 3.27e-02    -  9.79e-01 1.00e+00f  1
 546  6.3863072e+00 2.10e+03 2.32e+00  -4.3 3.72e-02    -  1.00e+00 1.00e+00h  1
 547  6.3832725e+00 3.91e+04 3.52e+00  -4.3 5.77e-02    -  1.00e+00 1.00e+00h  1
 548  6.3859442e+00 8.06e+03 1.25e+00  -4.3 2.06e-01    -  1.00e+00 1.00e+00h  1
 549  6.3836409e+00 2.12e+04 3.22e+00  -4.3 1.89e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 550  6.3818295e+00 2.50e+04 2.81e+00  -4.3 1.61e-01    -  1.00e+00 1.00e+00h  1
 551  6.3846621e+00 6.35e+03 2.94e+00  -4.3 2.27e-02    -  1.00e+00 1.00e+00h  1
 552  6.3837053e+00 6.82e+03 1.50e+00  -4.3 2.04e-02    -  1.00e+00 1.00e+00h  1
 553  6.3846082e+00 5.65e+03 2.94e+00  -4.3 9.55e-02    -  1.00e+00 1.00e+00h  1
 554  6.3842244e+00 3.07e+03 1.98e+00  -4.3 3.53e-02    -  1.00e+00 1.00e+00h  1
 555  6.3808039e+00 2.29e+04 4.08e+00  -4.3 4.28e-02    -  1.00e+00 1.00e+00h  1
 556  6.3850723e+00 6.05e-07 5.38e-02  -4.3 1.28e-01    -  1.00e+00 1.00e+00h  1
 557  6.3831105e+00 9.68e+03 1.70e+00  -5.0 7.21e-02    -  9.82e-01 1.00e+00f  1
 558  6.3841500e+00 2.74e+03 2.26e+00  -5.0 1.18e-01    -  1.00e+00 1.00e+00h  1
 559  6.3835808e+00 3.92e+03 2.33e+00  -5.0 1.45e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 560  6.3825382e+00 7.51e+03 2.83e+00  -5.0 2.63e-02    -  1.00e+00 1.00e+00h  1
 561  6.3833366e+00 3.34e+03 1.97e+00  -5.0 3.79e-02    -  1.00e+00 1.00e+00h  1
 562  6.3828987e+00 5.24e+03 3.03e+00  -5.0 2.82e-02    -  1.00e+00 1.00e+00h  1
 563  6.3827767e+00 4.81e+03 2.13e+00  -5.0 6.87e-02    -  1.00e+00 1.00e+00h  1
 564  6.3824909e+00 4.26e+03 1.98e+00  -5.0 1.17e-02    -  1.00e+00 1.00e+00h  1
 565  6.3826501e+00 4.38e+03 1.41e+00  -5.0 2.11e-02    -  1.00e+00 1.00e+00h  1
 566  6.3830874e+00 1.95e-07 3.80e-02  -5.0 3.51e-02    -  1.00e+00 1.00e+00h  1
 567  6.2942208e+00 5.67e+05 2.92e+00  -3.0 6.98e+02    -  8.92e-04 1.59e-03f  1
 568  6.3097139e+00 4.45e+05 2.86e+00  -5.1 6.06e-01    -  1.90e-02 2.14e-01h  1
 569  6.3841875e+00 1.33e+05 3.29e+00  -5.1 8.86e-01    -  8.90e-02 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 570  6.3088075e+00 2.94e+05 4.29e+00  -5.1 7.55e+00    -  2.87e-02 9.48e-02h  1
 571  6.3158129e+00 2.87e+05 3.12e+00  -5.1 1.52e+01    -  2.64e-03 2.40e-02h  1
 572  6.3102128e+00 2.85e+05 3.11e+00  -5.1 1.33e+02    -  7.51e-04 6.75e-03f  1
 573  6.3065013e+00 2.84e+05 3.10e+00  -5.1 5.82e+00    -  5.35e-02 6.10e-03h  1
 574  6.2679453e+00 3.02e+05 2.87e+00  -5.1 6.70e-01    -  2.01e-01 5.52e-01f  1
 575  6.2684672e+00 2.96e+05 3.11e+00  -5.1 4.16e+00    -  1.73e-01 1.96e-02h  1
 576  6.2989483e+00 2.80e+05 4.19e+00  -5.1 6.39e-01    -  1.92e-01 1.00e+00h  1
 577  6.2894491e+00 3.34e+05 2.65e+00  -5.1 9.10e-01    -  2.95e-01 5.60e-01h  1
 578  6.2872627e+00 3.29e+05 2.62e+00  -5.1 3.60e+00    -  3.65e-02 1.64e-02h  1
 579  6.1821182e+00 5.51e+05 2.16e+00  -5.1 9.87e+00    -  7.67e-03 9.43e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 580  6.1815435e+00 5.16e+05 2.07e+00  -5.1 2.37e+00    -  1.63e-03 6.42e-02h  1
 581  6.1167830e+00 4.39e+05 3.37e+00  -5.1 3.71e+00    -  1.17e-01 1.48e-01h  1
 582  6.1109751e+00 5.92e+05 2.95e+00  -3.7 2.77e+00    -  4.09e-02 3.15e-01h  1
 583  6.1110425e+00 5.88e+05 2.94e+00  -4.9 1.62e+00    -  6.31e-02 7.58e-03h  1
 584  5.9243151e+00 1.09e+06 2.53e+00  -4.6 6.98e+03    -  4.37e-04 3.08e-04f  1
 585  5.9435521e+00 9.77e+05 2.68e+00  -3.7 2.34e+00    -  4.19e-02 1.03e-01h  1
 586  5.9520093e+00 9.58e+05 2.19e+01  -3.0 5.85e+00    -  1.00e+00 1.95e-02h  1
 587  6.2714707e+00 3.08e+05 1.48e+01  -3.1 1.76e+00    -  3.87e-01 8.26e-01h  1
 588  6.2347737e+00 2.43e+05 1.42e+01  -3.1 1.39e+00    -  6.33e-02 2.12e-01h  1
 589  6.3751665e+00 1.18e+05 1.02e+01  -3.1 5.29e-01    -  2.93e-01 8.27e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 590  6.2857965e+00 4.69e+05 7.92e+00  -3.1 3.23e+00    -  1.53e-01 3.26e-01h  1
 591  6.3381289e+00 2.96e+05 5.52e+00  -3.1 5.40e-01    -  2.17e-01 8.48e-01h  1
 592  6.3958175e+00 8.93e+04 2.67e+00  -3.1 6.92e-01    -  7.35e-01 1.00e+00h  1
 593  6.2785495e+00 3.02e+05 3.68e+00  -3.1 1.70e+00    -  1.51e-01 2.22e-01h  1
 594  6.3753188e+00 1.94e+05 3.81e+00  -3.1 3.23e-01    -  8.57e-01 1.00e+00h  1
 595  6.2685440e+00 2.94e+05 3.09e+00  -3.1 1.26e+00    -  2.28e-01 5.15e-01h  1
 596  6.3239323e+00 1.88e+05 3.18e+00  -3.1 3.91e-01    -  6.39e-01 1.00e+00h  1
 597  6.2920785e+00 1.49e+05 2.51e+00  -3.1 4.62e-01    -  4.46e-01 3.64e-01h  2
 598  6.3671325e+00 9.39e+04 2.04e+00  -3.3 3.14e-01    -  1.00e+00 1.00e+00h  1
 599  6.3564670e+00 2.79e+05 3.06e+00  -3.1 2.77e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 600  6.3824460e+00 7.81e+04 2.54e+00  -3.2 2.80e-01    -  4.08e-01 1.00e+00h  1
 601  6.3452369e+00 2.01e+05 2.99e+00  -3.2 5.39e-01    -  1.00e+00 8.06e-01h  1
 602  6.3578740e+00 1.22e+05 2.00e+00  -3.2 2.01e-01    -  1.00e+00 1.00e+00h  1
 603  6.3796823e+00 3.71e+04 2.58e+00  -3.7 1.96e-01    -  1.00e+00 1.00e+00h  1
 604  6.3950065e+00 1.34e+04 3.33e+00  -3.8 3.22e-01    -  1.00e+00 8.57e-01H  1
 605  6.3809401e+00 3.12e+04 2.19e+00  -3.8 1.76e-01    -  1.00e+00 1.00e+00h  1
 606  6.3846748e+00 1.95e+04 2.92e+00  -3.8 3.31e-02    -  1.00e+00 1.00e+00h  1
 607  6.3955309e+00 6.11e+03 3.12e+00  -3.8 2.19e-01    -  8.68e-01 1.00e+00H  1
 608  6.3849069e+00 2.29e+04 2.23e+00  -3.8 2.65e-01    -  1.00e+00 1.00e+00h  1
 609  6.3315193e+00 2.94e+05 4.61e+00  -3.8 3.19e-01    -  7.77e-01 9.45e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 610  6.3590307e+00 1.58e+05 3.40e+00  -3.8 5.99e-01    -  5.85e-01 4.64e-01h  2
 611  6.3267590e+00 1.65e+05 3.55e+00  -3.8 1.33e+00    -  1.78e-01 4.66e-01h  1
 612  6.3365836e+00 1.23e+05 2.74e+00  -3.8 3.48e+00    -  1.00e+00 2.58e-01h  1
 613  6.3622411e+00 7.07e+04 2.69e+00  -4.1 1.57e-01    -  7.25e-01 1.00e+00h  1
 614  6.3782996e+00 3.34e+04 3.15e+00  -4.1 4.07e-02    -  1.00e+00 1.00e+00h  1
 615  6.3714586e+00 8.09e+04 3.03e+00  -4.1 2.54e-01    -  4.38e-01 1.00e+00h  1
 616  6.3746502e+00 6.13e+04 3.05e+00  -4.1 8.09e-01    -  1.00e+00 2.42e-01h  2
 617  6.2403295e+00 3.98e+05 3.12e+00  -4.1 1.88e+02    -  3.41e-03 4.68e-03f  1
 618  6.2383297e+00 3.03e+05 3.04e+00  -4.1 9.21e-01    -  1.98e-01 2.39e-01h  1
 619  6.3015235e+00 1.62e+05 3.30e+00  -4.1 6.14e-01    -  6.94e-03 4.64e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 620  6.1936374e+00 3.92e+05 3.18e+00  -4.1 1.90e+01    -  1.43e-02 3.20e-02h  1
 621  6.1400534e+00 3.85e+05 2.71e+00  -4.1 1.42e+00    -  1.47e-01 1.92e-01h  1
 622  6.1412189e+00 3.66e+05 2.96e+01  -2.4 1.54e+01    -  9.77e-01 4.90e-02h  1
 623  6.2869058e+00 1.70e+05 2.25e+00  -2.1 1.25e+00    -  9.83e-01 7.04e-01h  1
 624  6.2635623e+00 3.03e+05 3.53e+00  -2.5 6.19e-01    -  4.88e-01 6.15e-01h  1
 625  6.3484899e+00 1.42e+05 3.22e+00  -2.4 2.82e-01    -  8.44e-01 1.00e+00h  1
 626  6.2715151e+00 3.61e+05 2.99e+00  -2.4 1.29e+00    -  4.04e-01 4.99e-01h  1
 627  6.3261237e+00 4.29e+05 3.00e+00  -2.5 5.19e-01    -  1.00e+00 8.95e-01h  1
 628  6.3070659e+00 2.97e+05 2.44e+00  -2.6 3.44e-01    -  5.43e-01 1.00e+00h  1
 629  6.3065434e+00 1.97e+05 3.26e+00  -2.6 3.91e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 630  6.3098732e+00 3.05e+05 2.76e+00  -2.6 4.04e-01    -  6.56e-01 1.00e+00h  1
